,LA_DEFENSE,CHAMPIGNY-SUR-MARNE,Avenue_des_Champs_Elysées,EVRY,GENNEVILLIERS,GONESSE,LOGNES,MANTES-LA-JOLIE,MELUN,MONTGERON,NEUILLY-SUR-SEINE,PARIS_7ème,PARIS_12ème,PARIS_13ème,PARIS_18ème,Zone_rurale_Sud-Est_-_Forêt_de_Fontainebleau,Zone_rurale_Sud-Ouest_-_Forêt_de_Rambouillet,SAINT-DENIS,TREMBLAY-EN-FRANCE,Boulevard_Haussmann,VERSAILLES,VILLEMOMBLE,VITRY-SUR-SEINE,Route_nationale_2_-_PANTIN,Route_Nationale_6_-_MELUN,PARIS_1er_Les_Halles,Paris_stade_Lenglen,Boulevard_Soult,Place_de_l'Opéra,RN20_Montlhéry,Boulevard_Périphérique_Est,ARGENTEUIL,AUBERVILLIERS,Boulevard_Péripherique_Auteuil,Autoroute_A1_-_Saint-Denis,Place_Victor_Basch,BOBIGNY,Rue_Bonaparte,Quai_des_Célestins,Tour_Eiffel_3ème_étage,OBJECTID
,DEF,CHAMP,ELYS,EVRY,GEN,GON,LOGNES,MANT,MELUN,MONTG,NEUIL,PA07,PA12,PA13,PA18,RUR-SE,RUR-SO,STDEN,TREMB,HAUS,VERS,VILLEM,VITRY,RN2,RN6,PA01H,PA15L,SOULT,OPERA,RN20,BP_EST,ARG,AUB,AUT,A1,BASCH,BOB,BONAP,CELES,EIFF3,0
,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,1
,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,3
2019-03-09 17:00:00Z,1.600000,1.400000,24.300000,1.800000,0.300000,1.100000,1,2.900000,3.100000,1.500000,1.900000,3.100000,3.400000,1,,0.100000,0,1.100000,2.300000,48.100000,1,1.500000,2.100000,6.400000,54.100000,,0,3.500000,70.700000,116.100000,7.500000,3.500000,0.800000,148.500000,167.700000,,0.400000,61.700000,9.100000,0.400000,1628
2019-03-09 18:00:00Z,1.500000,2.400000,62.400000,1.900000,0.600000,0.900000,0.400000,3.800000,2.100000,2.600000,1.700000,2.600000,2.300000,1,,0.100000,0,1,2.600000,85.600000,0.600000,0.900000,1.800000,10.700000,67.700000,,0,5.500000,97.700000,160.400000,25.200000,6,1.100000,166.200000,175.900000,,0.300000,97.700000,12.300000,0.200000,1629
2019-03-09 19:00:00Z,1.600000,3.200000,62.400000,1.900000,0.500000,0.800000,1.200000,4,3.100000,2.400000,2,4.300000,3.700000,2.100000,,0.100000,0,0.700000,1.900000,59.800000,0.400000,0.700000,3.400000,8.400000,52.600000,,0,9.200000,107.600000,155.300000,26.100000,5.100000,1.300000,156.200000,166.500000,,0.100000,94.500000,19.200000,0.800000,1630
2019-03-09 20:00:00Z,1.600000,4.300000,38.400000,1.800000,0.400000,1.100000,1.200000,9.800000,2.900000,2.500000,2.200000,2.600000,2.600000,1.600000,,0.100000,0,0.500000,2,54.300000,0.600000,0.800000,3.500000,12.200000,55.200000,,0,8.800000,115.600000,94.500000,27.300000,5,0.600000,162.200000,140.100000,,0.100000,85.600000,27.500000,0.600000,1631
2019-03-09 21:00:00Z,1.600000,5.700000,31.800000,2.300000,0.700000,0.900000,1.400000,11.300000,2.500000,1.700000,2.700000,2.700000,4,2.300000,,0.100000,0,0.800000,2.100000,34.500000,0.700000,0.900000,2,24.100000,46.800000,,0,13,72.300000,83.200000,45.500000,6.900000,2.100000,141.400000,157.100000,,0.500000,54.900000,28.500000,0.600000,1632
2019-03-09 22:00:00Z,2.500000,3.400000,32.700000,2.100000,1.500000,1.500000,1.200000,8.100000,2.800000,1.600000,4.200000,5.100000,4.200000,2.400000,,0.100000,0,1.600000,3.500000,22.500000,0.600000,1.300000,0.500000,43.300000,46.600000,,0.400000,8.200000,50.800000,78.500000,42.400000,7.600000,3.500000,104,132.200000,,0.600000,62.200000,18.100000,0.600000,1633
2019-03-09 23:00:00Z,1.800000,2.400000,20.900000,1.100000,1.200000,1.700000,1.700000,5.400000,2.300000,1.500000,3.300000,2.300000,2.900000,2.300000,,0.100000,0,3.300000,2.500000,28.900000,0.400000,1.100000,0.400000,40.100000,30.700000,,0.100000,11.400000,51.600000,55,31.500000,2.200000,3,81,129.500000,,0.700000,39.600000,12.500000,1,1634
2019-03-10 00:00:00Z,2.100000,2,21.900000,1.300000,1.200000,1.300000,1.100000,4.400000,1.100000,1.200000,4.700000,1.900000,4,2.500000,,0.100000,0,1.500000,2.100000,30.500000,0.500000,1.500000,0.100000,59.600000,11,,0,6,52.600000,48.900000,67,3.300000,3.200000,84.400000,109.400000,,0.500000,67.400000,15,0.400000,1635
2019-03-10 01:00:00Z,2.300000,1.400000,19.900000,0.900000,1.100000,1.500000,0.900000,2.900000,1.300000,0.900000,5.100000,1.800000,4.600000,2.500000,,0,0,1.800000,1.400000,31,0.600000,3.100000,0.100000,54,8.800000,,0,6.700000,54.700000,23.400000,52.600000,1.200000,3.500000,56.400000,112.400000,,0.900000,40.700000,10.400000,0.800000,1636
2019-03-10 02:00:00Z,1.300000,1.200000,11.400000,0.800000,0.800000,1.100000,0.200000,1.600000,0.800000,0.600000,2.300000,1.500000,1.400000,1,,0,0,2.100000,1.900000,22.700000,0.700000,0.500000,0,11.300000,5,,0,3,34.200000,14.800000,14.300000,1,1,33.100000,74.600000,,0.300000,15.500000,7.200000,0.500000,1637
2019-03-10 03:00:00Z,1.100000,0.200000,13.400000,0.400000,0.200000,1,0.900000,0.600000,0.800000,0.600000,1.500000,1.100000,1.200000,0.500000,,0,0,0.200000,1.400000,16,0.100000,0.200000,0,3.900000,2.700000,,0,0.800000,23.200000,12.900000,7.200000,0.200000,0,20,60.700000,,0.500000,20.300000,2.900000,0.500000,1638
2019-03-10 04:00:00Z,1.100000,1.100000,4.800000,0.500000,0.100000,0.600000,0.600000,0.500000,0.300000,0.500000,1.900000,1,0.700000,0.500000,,0,0,0.100000,1.600000,13.700000,0.600000,0.200000,0.100000,3.900000,2.800000,,0,0.300000,16.500000,13.700000,9.200000,0,0,18.500000,58,,0.100000,7.300000,0.900000,0.500000,1639
2019-03-10 05:00:00Z,1,0.200000,3.800000,0.500000,0.200000,0.800000,0.500000,0.400000,0.400000,0.400000,1.500000,1,0.500000,0.500000,,0,0,0,1.700000,7.800000,0.300000,0.300000,0,3.600000,3.800000,,0,0.100000,14.200000,14,6.900000,0.100000,0,23.600000,72,,0,5.300000,1.200000,0.800000,1640
2019-03-10 06:00:00Z,1,0.700000,1.800000,0.600000,0.400000,0.800000,0.500000,0.700000,0.600000,0.400000,1.600000,1,0.600000,0.300000,,0,0,0,1.600000,4.900000,0.200000,0.600000,0.100000,4.300000,4.600000,,0,0,12.200000,17.700000,8.500000,0.500000,0,19.200000,51.800000,,0,1.300000,0.600000,0.900000,1641
2019-03-10 07:00:00Z,1.100000,0.300000,3.200000,0.600000,0.200000,0.700000,0.600000,0.600000,0.700000,0.400000,1.400000,1.100000,1.100000,0.500000,,0,0,0,1.500000,13.200000,0.200000,0.400000,0.500000,4.400000,7.800000,,0,0,14.700000,23.300000,8.700000,0.300000,0,24.500000,58.900000,,0.100000,2.200000,1.300000,0.600000,1642
2019-03-10 08:00:00Z,1.300000,1.100000,4.900000,0.600000,0.500000,0.500000,0.700000,1,0.800000,0.800000,1.800000,1.400000,1.400000,1,,0,0,0.400000,1.700000,4.800000,0.500000,0.900000,0.500000,4.800000,11.700000,,0,0.100000,17.600000,29,8,0.900000,0,30.400000,74.400000,,0.200000,7.100000,0,0.700000,1643
2019-03-10 09:00:00Z,1.600000,0.900000,6.800000,0.900000,0.600000,1.300000,1.400000,0.800000,1.200000,0.800000,2,1.700000,1.700000,1.200000,,0,0,1,2.300000,8.600000,0.700000,1.100000,0.800000,3.100000,13.600000,,0,0,19.500000,31.100000,7.200000,1.100000,0.200000,34.800000,72.900000,,0.700000,22.500000,0.100000,0.900000,1644
2019-03-10 10:00:00Z,1.200000,0.800000,10.200000,1.500000,0.600000,1,1.300000,0.900000,1.800000,1,1.700000,2.700000,1.500000,1.200000,,0,0,1.200000,2.100000,10.600000,1.100000,1.300000,1.200000,4.400000,18.600000,,0,0,17.800000,20.200000,1.700000,0.400000,0.400000,35.800000,63.900000,,0.800000,3.800000,0,1,1645
2019-03-10 11:00:00Z,1.100000,1.200000,11.800000,1.500000,0.800000,0.800000,1.300000,1.600000,1.400000,1.200000,1.700000,3.300000,1.300000,1,,0,,1.600000,1.900000,13.500000,1,1.600000,1,5.800000,17.600000,,0.400000,0,18.300000,24.100000,1.400000,0.500000,1,40,61.800000,,0.600000,4.800000,0.400000,0.300000,1646
2019-03-10 12:00:00Z,1.100000,1.200000,12.400000,1.400000,0.700000,0.900000,1.600000,2.400000,1.100000,1.500000,1.900000,3.500000,3.300000,1.100000,,0,,2.600000,1.900000,15.600000,1.100000,1.600000,2.200000,8.700000,17.400000,,0.600000,1.700000,26.800000,24.200000,1.700000,0.700000,1.600000,52.700000,66.400000,,0.700000,4.100000,4.500000,0.700000,1647
2019-03-10 13:00:00Z,1,1.100000,11.400000,1.300000,1.100000,1.100000,1.200000,2.100000,1.200000,1.100000,1.700000,3.500000,4.900000,1,,0,,4.900000,2.200000,13.400000,1,1.600000,1.300000,7.400000,15.400000,,1.100000,1.300000,24.500000,27.100000,1.800000,1.100000,1.300000,50.600000,62.800000,,0.900000,2.500000,6.600000,0.900000,1648
2019-03-10 14:00:00Z,0.900000,1.100000,14.100000,1.100000,0.900000,1.100000,2,1.400000,1,0.700000,1.900000,3.200000,4.400000,1.300000,,0,,4.400000,1.800000,17.100000,0.900000,1.300000,1.200000,8.900000,18.700000,,0.700000,2.100000,25.500000,25.200000,0.900000,1,1.100000,52.700000,84.700000,,0.700000,7.200000,6.700000,2.100000,1649
2019-03-10 15:00:00Z,1,0.700000,14.500000,1.400000,1,1,1.400000,1.300000,1.200000,0.900000,2,3,3.700000,0.900000,,0,,3.900000,1.900000,19.400000,1,2,1.500000,6.700000,22.400000,,2,1.700000,28.800000,28.400000,1,1,1.400000,50.700000,76.100000,,0.400000,3,10.700000,1.100000,1650
2019-03-10 16:00:00Z,1.100000,1.100000,13.600000,1.200000,0.700000,0.800000,1.600000,1.700000,0.700000,1.100000,1.700000,3.300000,2.800000,0.700000,,0,,3.700000,2,23.900000,1,1.200000,1.700000,9.300000,11.200000,,2,1.200000,24.700000,31.100000,0.700000,0.800000,1.400000,47.800000,79.500000,,0.300000,2.400000,10.300000,0.600000,1651
2019-03-10 17:00:00Z,1,1,16.800000,1,0.700000,0.700000,1.100000,2.400000,0.600000,0.800000,1.600000,3.200000,2.500000,0.600000,,0.100000,,2.200000,1.800000,22.500000,0.900000,1.200000,1.200000,7.400000,19.400000,,0.900000,3.400000,24.500000,33.400000,0.900000,1.200000,1.200000,58.800000,84.700000,,0.400000,5.800000,10.100000,0.800000,1652
2019-03-10 18:00:00Z,1.100000,0.600000,14.400000,1,0.600000,1.200000,1.100000,2.400000,1.200000,0.600000,1.500000,2.500000,3.400000,0.400000,,0,,1.300000,1.700000,37.500000,0.600000,0.700000,1.500000,10.600000,17,,0.400000,2.600000,37,46.300000,0.500000,2,1.100000,77.400000,81.300000,,0.300000,12.500000,19.600000,0.300000,1653
2019-03-10 19:00:00Z,1,0.200000,18.200000,0.900000,0.600000,0.700000,0.800000,2.200000,1.500000,0.700000,2,2.200000,2.900000,0.400000,,0,,1.200000,1.400000,35,0.700000,0.800000,2.100000,13.300000,32.200000,,0,3.600000,26.200000,67.200000,1,2.100000,1,113.400000,108.200000,,0.300000,12,19.500000,0.300000,1654
2019-03-10 20:00:00Z,1.100000,1,16,3.600000,0.300000,0.500000,0.700000,3.700000,1.600000,0.900000,1.900000,1.900000,3.200000,0.400000,,0.100000,,0.800000,1.700000,26.700000,0.600000,0.400000,1.600000,5.500000,40.100000,,0,1.800000,36,71.700000,1.700000,2.800000,0.900000,123.200000,170.200000,,0,43.700000,14.100000,0.500000,1655
2019-03-10 21:00:00Z,1,1.400000,9.700000,1,0.300000,0.800000,0.800000,1.900000,1.200000,0.900000,2.400000,1.600000,2.100000,0.600000,,0.100000,,0.100000,1.500000,18.200000,0.500000,0.100000,1.500000,4.300000,28.100000,,0,0.700000,23.200000,70.300000,6,1.900000,0.800000,98.400000,145.200000,,0.200000,13.900000,5.600000,1,1656
2019-03-10 22:00:00Z,1,0.600000,8.100000,0.900000,0.100000,0.700000,0.600000,1.100000,1,0.600000,1.500000,1.600000,1.800000,0.500000,,0.100000,,0,1.600000,12,0.600000,0.500000,1.200000,3.500000,18.600000,,0,0.300000,18.900000,44.700000,7.600000,0.700000,0.600000,61.800000,89.700000,,0.100000,11.100000,3.100000,0.700000,1657
2019-03-10 23:00:00Z,0.900000,0.400000,5.500000,1,0.200000,0.900000,0.800000,1.100000,1.500000,0.300000,1.700000,1.300000,1.200000,0.300000,,0.100000,,0,1.600000,9,0.600000,0.300000,1,2.800000,10.700000,,0,0,11.800000,23.300000,3.200000,0.300000,0.200000,41.600000,64.400000,,0.100000,16.300000,3.100000,0.700000,1658
2019-03-11 00:00:00Z,0.900000,0,6.300000,0.500000,0.200000,0.700000,0.400000,0.200000,0.300000,0.500000,1.400000,1.100000,0.900000,0.300000,,0.100000,,0,1.100000,6,0.500000,0.400000,0.700000,2.100000,7.100000,,0,0.400000,9.700000,8.100000,3.700000,0,0.100000,21.900000,43.500000,,0.100000,11.800000,1.400000,0.800000,1659
2019-03-11 01:00:00Z,0.900000,0,3.900000,0.600000,0,0.500000,0.500000,0.500000,0.600000,0.400000,1.400000,1.100000,1,0.100000,,0,,0,1.300000,2.600000,0.400000,0.200000,0.200000,2.300000,2.500000,,0,0,6.100000,9.500000,0,0.100000,0,14.100000,36.200000,,0.100000,1.200000,1,1.300000,1660
2019-03-11 02:00:00Z,0.800000,0.400000,3.700000,0.400000,0,0.600000,0.900000,0.200000,0.700000,0.500000,1.300000,1,0.700000,0.100000,,0,,0,1.100000,2.600000,0.300000,0,0,1.500000,3.100000,,0,0.100000,4.600000,16.800000,2.200000,0,0,12.700000,24,,0.100000,2.200000,0.200000,0.500000,1661
2019-03-11 03:00:00Z,0.700000,0,4.200000,0.500000,0,0.600000,0.500000,0.200000,0.500000,0.500000,1.400000,1.100000,1.300000,0.100000,,0,,0,1.100000,3.100000,0.300000,0,0.200000,2,3.700000,,0.800000,0,6,13,0.400000,0.400000,0,14.800000,39,,0.100000,4.200000,0.400000,0.800000,1662
2019-03-11 04:00:00Z,0.900000,0,2.400000,0.400000,0.100000,0.700000,0.400000,0.100000,0.500000,0.700000,2,1.100000,0.800000,0.100000,,0,,0,1.500000,3.600000,0.600000,0.200000,0.100000,1.600000,9.500000,,0,0,8.900000,32.900000,2.500000,1,0,19.400000,68.500000,,0.200000,0.900000,0.700000,1.400000,1663
2019-03-11 05:00:00Z,0.900000,0.600000,4.600000,0.600000,0.200000,0.600000,0.400000,1,1.700000,0.700000,1.700000,1.300000,1.600000,0.300000,,0.100000,,0,1,8.700000,0.700000,0.300000,1,2.800000,24.300000,,0,1.900000,13.100000,104.400000,3,1.700000,0.300000,74.900000,133.700000,,0,1.900000,4.200000,0.400000,1664
2019-03-11 06:00:00Z,1.200000,1,10.600000,1.300000,0.300000,0.700000,0.800000,4.900000,2.900000,1.100000,2.300000,1.800000,1.800000,0.500000,,0.100000,,0.100000,1.300000,20.600000,1.600000,0.100000,2.100000,5.100000,46.100000,,0,2.700000,20.700000,175.700000,4.400000,4.400000,1.300000,133,183.300000,,0.100000,5.600000,16.800000,0.500000,1665
2019-03-11 07:00:00Z,2.700000,0.700000,28.800000,3.800000,1,1,1.500000,3.400000,4.200000,1.300000,3.800000,3.100000,4.800000,0.900000,,0.100000,,0.300000,3.500000,45.400000,2.200000,1.300000,2.600000,17.700000,40.100000,,0.100000,23,50.300000,110.600000,6.300000,2.400000,2.900000,137.700000,158.300000,,0.500000,28.600000,38.700000,0.800000,1666
2019-03-11 08:00:00Z,5.900000,2.700000,39.500000,7.100000,2.200000,1.500000,2.500000,9.200000,7.800000,5.100000,6.200000,5.800000,11.500000,2.400000,,0.200000,,1.700000,8.500000,82.800000,5.600000,4.100000,11.800000,26.100000,61.600000,,2.400000,26.100000,85.900000,135.300000,5.900000,3.500000,6.200000,168.500000,178.800000,,1.400000,86.800000,45.700000,1.100000,1667
2019-03-11 09:00:00Z,5.500000,2.600000,40.800000,4.900000,3.200000,2.600000,4.100000,7.300000,5,3.600000,5.900000,6.400000,8.600000,3.600000,,0.300000,,4.400000,7.500000,74.700000,3.300000,5.900000,17,18.600000,32,,6.100000,24.800000,90,70.300000,7,3.700000,6.800000,128.900000,166.800000,,3.200000,45.900000,41.700000,1.800000,1668
2019-03-11 10:00:00Z,3,4,55.100000,4.900000,3.800000,1.600000,4.900000,4.400000,3.700000,5.600000,4.700000,6.900000,11.700000,4,,0.100000,,4.600000,4.700000,29.300000,3,5.500000,5.800000,17.600000,19.700000,,7.100000,21,87.800000,70.700000,5.300000,4,4.500000,108.300000,125.500000,,2.800000,42.200000,47.700000,2.600000,1669
2019-03-11 11:00:00Z,1.900000,3.900000,50.200000,4.600000,3.700000,1.300000,3.200000,4.300000,4.500000,4.600000,3.500000,5.900000,9.400000,2.900000,,0.200000,,3.700000,4.300000,,2,3.800000,4.200000,13.600000,9.600000,,6.100000,8.900000,49.900000,89.300000,3.600000,3.900000,4.600000,99.300000,112.100000,,2,42.900000,34.600000,1.800000,1670
2019-03-11 12:00:00Z,1.800000,2.800000,42.400000,4.400000,2.800000,1.700000,2.600000,3,3.900000,3.600000,3.400000,5.800000,7.100000,2.700000,,0.200000,1.700000,3.300000,3.800000,48.400000,2.300000,3,4.100000,13.300000,16,,4.200000,7.500000,47.600000,75.600000,3.800000,2.600000,3.700000,113,99.200000,,1.800000,28.700000,28.900000,1.500000,1671
2019-03-11 13:00:00Z,1.800000,2.300000,31.600000,3.600000,2.900000,1.200000,2,3.900000,3.400000,3.700000,2.900000,5.500000,6.900000,2.600000,,0.100000,0.200000,2.600000,4.500000,22.700000,1.600000,2.700000,3.900000,16,9.400000,,4.600000,8.400000,56.700000,82,5.300000,2.800000,3.700000,112.500000,92.600000,,1.100000,27.100000,34.800000,1,1672
2019-03-11 14:00:00Z,2.300000,2.300000,37.400000,2.900000,2.600000,0.700000,3,,3.100000,2.600000,2.900000,5.900000,6.800000,2.300000,,0.100000,2.200000,4.400000,5.600000,37.100000,1.800000,3.200000,3.100000,14.800000,12.300000,,5.300000,14.600000,56.700000,69.900000,2.100000,2.700000,3.500000,89.900000,96.400000,,1.200000,21.900000,37.200000,0.900000,1673
2019-03-11 15:00:00Z,1.700000,2.500000,29.200000,2.700000,2.500000,1,1.900000,,2.900000,2.700000,2.400000,4.900000,5.800000,1.700000,,0,2.600000,4.500000,4.400000,14.400000,1.700000,2.300000,2.800000,13.200000,12.500000,,5.200000,15.700000,57,73.400000,2.400000,2.400000,3.500000,94.800000,94.600000,,1.200000,20.300000,45,1,1674
2019-03-11 16:00:00Z,3.400000,2.200000,24.200000,3.500000,1.700000,1,2.500000,6,4.400000,3.100000,2.200000,4.600000,4.800000,1.800000,,0.100000,1.700000,4.200000,5.600000,19.500000,2.300000,2.700000,8.600000,19.300000,10.400000,,4.300000,16.300000,78.100000,106.100000,8.400000,2.800000,2.900000,117.500000,107.400000,,1.300000,23.200000,52.700000,1.100000,1675
2019-03-11 17:00:00Z,7.500000,2.500000,29,3,1.600000,1.300000,2.600000,5.900000,3.400000,2.200000,1.900000,5.600000,5.300000,1.800000,,0.100000,2.300000,3,3.300000,19.600000,2.500000,2.100000,4.500000,15.800000,27.100000,,3.500000,21.200000,72.400000,96.500000,1.500000,2.600000,2.600000,114.200000,92.600000,,1.100000,24.900000,54.400000,1.500000,1676
2019-03-11 18:00:00Z,6.200000,1.700000,23.200000,2.700000,1.300000,1.300000,2,6.500000,3,2.200000,1.800000,7.400000,4.600000,0.900000,,0.600000,3,4.600000,3.400000,26.300000,3.100000,1.400000,3.600000,13.500000,40.400000,,3.400000,23.900000,54.500000,106,8.100000,2.300000,2.200000,143.300000,97.100000,,0.700000,17.400000,64.300000,0.800000,1677
2019-03-11 19:00:00Z,2.100000,2.400000,47.700000,2.400000,1.100000,0.700000,1.500000,6.400000,2.400000,3.300000,2.200000,6.400000,5.500000,0.300000,,3.600000,1.300000,3.600000,9.400000,31,3,1.100000,5,29.400000,69.900000,,1.200000,20,62.300000,183.700000,3.700000,13,1.800000,225.500000,100.900000,,0.200000,35.200000,64.600000,0.800000,1678
2019-03-11 20:00:00Z,2.100000,3.100000,39.400000,5.700000,2.700000,10.300000,2.800000,13.300000,3.500000,7.500000,7.200000,6,6.200000,0.400000,,0.100000,0.200000,2.100000,44.900000,47.200000,2.400000,3.600000,4.700000,35.200000,44.500000,,0.100000,15,68.700000,241.800000,7.400000,48.300000,3.500000,208.100000,228,,0.800000,39.700000,37.400000,0.500000,1679
2019-03-11 21:00:00Z,2,27.700000,29,6.300000,3.500000,11.200000,13.500000,18.300000,2.600000,8.600000,5.700000,2.400000,4.300000,1.200000,,0.200000,0,4.200000,41.300000,46,1.600000,1,8.500000,19.300000,60.400000,,0,6.100000,56.800000,196.700000,19.300000,45.600000,4.100000,169.600000,301.400000,,6.500000,27.100000,35.300000,0.300000,1680
2019-03-11 22:00:00Z,3.500000,28.300000,34,3,2.400000,52.200000,26,13.700000,2.500000,2.400000,5.600000,2.100000,12.200000,4.500000,,0.200000,0,2.200000,36.300000,37,0.700000,1.600000,12,39.700000,57.100000,,0,25.100000,60.200000,139.700000,150.700000,31.200000,5.100000,142.700000,170.300000,,3.300000,59.700000,19.600000,0.200000,1681
2019-03-11 23:00:00Z,2.700000,11.800000,27.700000,1,3.400000,62.600000,15.800000,6,1.500000,1.200000,4.500000,2,8.800000,4.300000,,0.300000,0,1.900000,31.400000,32.700000,1.200000,3,26.600000,53.300000,55.500000,,0,34.300000,42.500000,119.700000,95,27,4.800000,111.700000,136.700000,,18.600000,52.600000,15.600000,0.200000,1682
2019-03-12 00:00:00Z,1.600000,3.800000,15.900000,0.700000,1.400000,63.100000,8.500000,1.300000,0.500000,1,3.600000,1.400000,6.400000,5.800000,,0.200000,0,2.200000,37.400000,22.600000,0.400000,22,5.500000,46.900000,44.400000,,0,8.600000,30.200000,96.400000,111.200000,5,4.700000,51.400000,106.200000,,15.800000,26.100000,3.500000,0.500000,1683
2019-03-12 01:00:00Z,1.200000,1.200000,4.400000,0.800000,1,39.200000,2.800000,0.500000,0.700000,0.800000,3.100000,1.400000,2.500000,1.300000,,0.200000,0,0.800000,3.400000,12.300000,0.500000,3.200000,0.700000,16.900000,32.200000,,0,0.100000,16.600000,50.900000,69.700000,1.500000,1.300000,38.400000,77.800000,,2.700000,16.100000,1.800000,0.800000,1684
2019-03-12 02:00:00Z,1.100000,0.600000,5.900000,0.800000,0.700000,5.100000,1.200000,0.900000,0.300000,0.800000,1.400000,1.100000,2.100000,0.900000,,0.100000,0,0.600000,2,4.200000,0.500000,1.100000,0.500000,21.100000,22.300000,,0,1.200000,10.300000,47.200000,59.600000,0.400000,1.100000,8.300000,46.200000,,1.300000,2.800000,0.100000,0.400000,1685
2019-03-12 03:00:00Z,1.100000,0.100000,3.200000,1.200000,0.800000,1.700000,0.700000,0.600000,0.300000,0.800000,1.200000,1.200000,2.700000,1,,0.100000,0,0.600000,1.400000,7.400000,0.500000,1.100000,1,26.700000,10.800000,,0,0.500000,11.600000,66.800000,53.300000,1.300000,1.400000,9.800000,76.100000,,0.500000,6.900000,0.700000,0.100000,1686
2019-03-12 04:00:00Z,1,0.800000,5.600000,1,0.500000,1.400000,0.500000,1.400000,1,0.900000,1.700000,1.400000,2.400000,1.700000,,0.100000,0,0.900000,1.200000,3.100000,0.600000,1.400000,0.600000,37.100000,23.400000,,0,0.100000,13.300000,92.700000,92.100000,0.600000,1.800000,39.200000,112.900000,,1.200000,5.300000,0.700000,0.800000,1687
2019-03-12 05:00:00Z,1.100000,1.300000,5.900000,1.700000,0.700000,1.900000,1.100000,0.900000,0.800000,2.500000,2.900000,1.400000,3.200000,2.200000,,0.100000,0,1.300000,1.400000,8.700000,0.300000,1.900000,1.800000,50.700000,77,,0,6.500000,17.100000,167.100000,138.800000,4.400000,2.600000,67.600000,117.300000,,1.500000,9.800000,4.600000,0.600000,1688
2019-03-12 06:00:00Z,1.500000,3.900000,16.600000,3.300000,1.300000,4.700000,1.300000,4.900000,1.700000,4.200000,9.700000,2.700000,5.800000,4.200000,,0.100000,0,5,1.600000,41.900000,0.700000,5.100000,1.700000,102.100000,68.200000,,0.100000,12.400000,64.600000,235.900000,241.600000,11.100000,6.400000,150.700000,224,,1.700000,18.900000,18.600000,0.900000,1689
2019-03-12 07:00:00Z,4,4.300000,32.200000,5.300000,5.200000,6.400000,1.900000,7.700000,4.500000,7.700000,14.200000,7.900000,12.600000,10.200000,,0.100000,0,12.300000,5,84.800000,2.100000,8.400000,4,126.800000,211.400000,,5.500000,36.400000,141.800000,252.100000,306.500000,6.400000,13.100000,181.100000,225.400000,,5.900000,137,30.100000,0.800000,1690
2019-03-12 08:00:00Z,9.100000,6.100000,39.400000,7.500000,10.400000,14.800000,3.500000,6.400000,10,6,17.700000,9.800000,14.600000,13.800000,,0.500000,0,15.500000,5.100000,85.200000,2.900000,8.800000,6,113.100000,140.100000,,21.300000,45.400000,165.200000,226.800000,165.700000,9.600000,14.900000,138.400000,181.800000,,14.400000,92.800000,26.500000,1.700000,1691
2019-03-12 09:00:00Z,15.600000,7.300000,39.500000,5.900000,5.800000,12.100000,4.600000,11,3.700000,4.200000,10.300000,6.100000,15,15.200000,,0.800000,,18.700000,5.800000,79.900000,3,8.900000,9.300000,92.600000,98.200000,,3.800000,47.200000,159.900000,188.400000,238.500000,8.200000,16.700000,94.200000,181.600000,,10.300000,89.800000,58.300000,2.700000,1692
2019-03-12 10:00:00Z,8.800000,5.400000,34.600000,4.900000,4.900000,9.700000,5.700000,7.700000,3.800000,3.600000,10.700000,4.600000,12,9.400000,,0.800000,0.400000,9.600000,7.100000,43.500000,2.200000,5.200000,5.100000,76,43,,6.600000,23.500000,115.600000,117.700000,155.500000,6.700000,12.300000,74.300000,,,8.300000,,18.800000,2.700000,1693
